observation_name	taxonomic_affiliation	I_06	I_15	I_20	I_27	I_34	I_42	I_48	II_06	II_13	II_22	II_27	II_34	II_41	II_48	III_06	III_13	III_20	III_27	III_34	IV_06	IV_13	IV_20	IV_27	IV_34	IV_41	IV_48	IV_55	sum
Cluster_480	Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;unknown genus;unknown species	5	12	55	26	31	61	23	35	20	14	7	39	22	18	28	11	25	13	14	7	13	4	2	6	1	2	0	494
Cluster_479	Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;unknown genus;Multi-affiliation	0	0	2	9	36	136	81	12	6	4	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	291
Cluster_486	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33;unknown genus;metagenome	19	4	44	17	17	33	12	7	4	1	1	1	0	0	0	0	1	0	1	6	6	7	0	0	3	0	1	185
Cluster_485	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix;unknown species	0	0	0	1	1	0	1	10	42	74	37	30	7	33	10	6	54	35	178	1	5	3	5	1	0	6	13	553
Cluster_489	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33;unknown genus;metagenome	12	59	230	81	104	163	184	38	30	8	3	1	0	0	0	6	6	10	9	65	35	23	7	5	16	13	4	1112
Cluster_494	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 8;unknown species	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	3	6	59	35	115
Cluster_499	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas;unknown species	15	23	65	16	13	25	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160
Cluster_500	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Multi-affiliation	0	1	9	0	0	37	3	1	1	1	0	0	0	1	6	0	1	2	1	92	26	8	0	0	0	0	0	190
Cluster_503	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;unknown genus;anaerobic digester metagenome	5	5	32	7	10	11	12	4	6	10	8	10	11	9	9	1	3	2	14	10	5	0	0	2	2	3	0	191
Cluster_506	Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Syntrophobotulaceae;Candidatus Dichloromethanomonas;unknown species	1	2	12	5	7	18	11	8	8	10	4	7	1	3	4	1	5	7	14	8	31	10	10	1	11	28	13	240
Cluster_513	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;unknown family;Natronincola;Natronincola peptidivorans	0	12	36	14	23	43	15	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	150
Cluster_510	Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Pelotomaculaceae;Cryptanaerobacter;unknown species	1	9	46	42	30	38	15	7	4	2	0	1	2	2	0	0	0	0	2	0	0	1	0	0	0	1	0	203
Cluster_512	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Saccharofermentans;unknown species	3	20	69	11	5	20	6	0	1	0	1	0	0	0	0	0	0	0	1	3	3	8	1	0	0	3	4	159
Cluster_515	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Anaerovorax;unknown species	2	5	21	11	15	12	6	5	2	2	2	1	0	0	1	0	4	0	2	2	2	6	1	1	3	2	3	111
Cluster_523	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;unknown genus;unknown species	2	3	6	4	0	5	5	8	12	12	9	5	0	0	0	4	6	22	2	12	2	1	0	2	2	2	2	128
Cluster_521	Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;unknown genus;unknown species	2	12	30	9	24	35	14	3	0	6	0	4	1	1	1	1	2	3	5	1	0	3	0	0	2	0	1	160
Cluster_520	Bacteria;Caldatribacteriota;JS1;unknown order;unknown family;unknown genus;unknown species	0	7	20	5	0	12	3	0	3	1	1	2	5	2	6	2	8	2	6	1	5	5	5	4	2	6	7	120
Cluster_519	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Acetivibrio;Multi-affiliation	1	2	1	0	0	0	0	0	0	0	0	3	6	11	61	6	36	37	233	3	6	3	2	0	0	1	1	413
Cluster_527	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Anaerorhabdus] furcosa group;unknown species	0	0	1	2	0	6	0	3	0	4	0	2	1	6	12	3	7	11	19	15	28	25	29	20	100	68	76	438
Cluster_526	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;Methanospirillum;unknown species	3	0	3	1	0	4	2	7	5	10	5	9	9	18	27	6	7	0	5	0	1	6	1	1	0	2	0	132
Cluster_532	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminivibrio;Multi-affiliation	1	8	19	12	11	22	9	9	1	2	1	3	4	3	0	1	4	0	7	1	1	0	0	0	2	0	0	121
Cluster_544	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;unknown species	1	11	14	24	20	22	3	8	9	2	2	2	1	2	4	0	7	3	4	1	4	3	2	1	4	1	1	156
Cluster_549	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;unknown species	3	18	39	21	17	30	11	8	4	2	0	1	2	1	2	0	3	2	2	1	2	1	2	2	1	4	0	179
Cluster_551	Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;unknown species	1	7	24	6	3	37	10	8	10	11	8	20	9	17	5	4	7	2	3	11	9	9	3	1	3	2	0	230
Cluster_567	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;unknown species	2	5	30	16	14	28	11	8	6	4	0	1	1	0	1	1	1	0	1	0	6	4	3	6	7	13	20	189
Cluster_571	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;unknown genus;unknown species	3	6	25	24	16	34	3	11	3	4	1	6	8	10	9	4	4	3	13	3	1	0	0	0	0	0	3	194
Cluster_570	Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;unknown genus;unknown species	0	0	0	0	0	0	0	1	2	17	25	26	12	56	7	0	0	0	0	0	1	0	0	0	0	0	0	147
Cluster_569	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;unknown family;unknown genus;unknown species	3	19	30	9	7	8	3	10	10	13	3	9	14	16	20	3	21	8	12	5	5	11	14	2	6	6	4	271
Cluster_578	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;unknown species	1	0	0	0	0	0	0	0	0	2	3	1	3	4	6	5	7	8	11	8	7	5	10	8	9	21	17	136
Cluster_588	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33;unknown genus;metagenome	1	5	44	9	10	18	18	7	1	1	2	0	0	0	1	0	0	1	0	4	5	3	1	0	1	3	2	137
Cluster_593	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Epulopiscium;unknown species	1	13	144	15	5	100	2	5	7	11	1	1	6	6	0	0	2	0	0	0	1	0	0	0	0	0	1	321
Cluster_604	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;unknown genus;unknown species	7	7	9	11	12	17	5	9	5	5	6	12	11	20	18	8	21	26	45	28	32	34	41	15	1	3	3	411
Cluster_603	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Multi-affiliation;Multi-affiliation	1	5	15	9	10	19	2	3	2	2	0	2	3	4	4	0	2	2	10	5	9	7	10	5	3	5	5	144
Cluster_600	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propioniciclava;Multi-affiliation	0	0	0	0	0	0	0	0	0	0	1	0	0	6	29	19	52	14	34	3	7	3	1	1	1	0	1	172
Cluster_608	Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;unknown genus;unknown species	4	29	48	37	22	16	3	4	1	2	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	1	172
Cluster_609	Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;unknown species	0	2	10	6	9	22	5	3	2	3	2	11	7	17	11	3	8	5	10	1	2	0	2	2	5	6	17	171
Cluster_616	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;unknown genus;unknown species	1	3	2	1	0	3	1	1	1	1	1	2	3	4	5	1	8	7	6	8	30	16	10	5	6	16	37	179
Cluster_622	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;unknown species	1	11	9	9	6	10	0	6	8	8	5	3	4	8	2	1	3	4	8	2	2	5	8	8	10	10	16	167
Cluster_632	Bacteria;Firmicutes;Bacilli;Desulfuribacillales;Desulfuribacillaceae;Desulfuribacillus;Bacillus sp.	23	48	81	14	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185
Cluster_654	Bacteria;Firmicutes;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;unknown genus;unknown species	2	10	14	1	2	4	0	0	1	0	1	1	0	0	0	0	1	0	0	8	11	13	19	7	5	5	4	109
Cluster_658	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Intestinibacter;Multi-affiliation	1	3	11	14	2	8	9	3	2	1	1	4	2	3	2	1	6	1	10	5	5	9	5	3	8	7	7	133
Cluster_659	Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;unknown genus;unknown species	0	0	0	0	0	1	0	0	1	1	1	6	7	4	3	1	5	1	3	2	2	6	6	6	8	21	26	111
Cluster_668	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;unknown genus;unknown species	0	9	21	13	7	17	12	8	18	5	1	10	3	0	2	2	0	0	1	1	0	0	0	0	0	4	13	147
Cluster_664	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina;unknown species	3	11	28	16	15	40	13	5	1	1	2	2	0	1	1	2	1	1	0	0	13	17	13	3	8	8	7	212
Cluster_667	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;unknown genus;unknown species	1	5	12	3	1	11	6	2	3	2	3	6	2	2	16	1	3	2	11	17	28	14	4	0	6	12	8	181
Cluster_680	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;unknown genus;unknown species	0	5	12	5	8	8	7	1	8	3	4	13	1	7	1	0	3	2	5	3	3	7	4	5	6	6	3	130
Cluster_697	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;unknown genus;unknown species	1	8	33	24	10	27	9	10	22	13	2	6	6	2	4	0	1	4	4	2	1	0	0	0	0	2	17	208
Cluster_694	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;unknown genus;Multi-affiliation	5	7	22	5	5	20	8	3	4	2	2	4	6	4	2	2	4	0	7	0	1	0	0	0	0	0	1	114
Cluster_705	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;unknown genus;unknown species	3	3	12	11	10	21	11	4	4	3	2	4	0	2	0	0	3	1	2	5	7	4	7	0	2	5	1	127
Cluster_721	Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;bacterium NLAE-zl-C91	0	1	4	1	0	2	0	6	13	19	13	35	11	23	4	0	4	1	2	0	0	0	0	0	0	0	0	139
Cluster_718	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;unknown species	1	3	11	5	4	4	2	7	5	9	4	8	4	10	5	4	8	7	14	2	4	4	8	3	6	5	7	154
Cluster_715	Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Raineyella;unknown species	0	1	1	8	4	6	4	3	1	4	2	1	1	4	1	0	8	4	8	9	21	13	10	3	3	3	1	124
Cluster_714	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;unknown species	0	1	3	4	7	7	2	7	5	7	2	8	4	7	5	1	21	37	48	27	43	21	36	21	28	27	27	406
Cluster_725	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;unknown genus;unknown species	5	7	22	16	8	31	10	4	7	1	2	6	9	2	5	0	4	4	8	5	2	2	1	0	3	3	7	174
Cluster_729	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Flexilinea;unknown species	0	0	0	0	0	1	0	0	1	0	2	2	5	3	7	1	3	5	21	6	9	9	18	4	4	11	11	123
Cluster_724	Bacteria;Firmicutes;Limnochordia;M55-D21;unknown family;unknown genus;unknown species	16	2	7	0	3	6	2	1	1	1	3	4	4	5	4	5	2	3	1	27	25	8	0	0	0	0	0	130
Cluster_731	Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1);unknown family;unknown genus;unknown species	2	8	27	13	9	2	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	3	34	31	24	159
Cluster_737	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Paenalcaligenes;Paenalcaligenes hermetiae	4	12	61	12	13	25	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139
Cluster_738	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;unknown species	2	15	56	23	9	16	16	2	3	1	1	3	0	1	1	0	1	2	2	4	3	7	2	1	3	3	2	179
Cluster_741	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ercella;unknown species	2	4	22	5	8	21	2	3	2	4	3	2	5	3	3	1	0	1	3	1	3	5	2	0	1	6	0	112
Cluster_754	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;unknown species	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	185
Cluster_770	Bacteria;Firmicutes;Limnochordia;MBA03;unknown family;unknown genus;unknown species	5	13	22	19	13	22	9	6	10	3	3	7	4	6	5	0	4	4	11	12	5	3	2	1	0	0	3	192
Cluster_779	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;unknown species	8	15	69	16	16	45	16	15	15	23	8	14	16	17	13	1	5	0	4	7	16	4	10	5	1	1	8	368
Cluster_795	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ruminiclostridium;unknown species	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	19	34	81	5	2	0	0	0	0	0	0	143
Cluster_807	Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;unknown species	4	2	7	1	0	11	4	2	7	7	2	7	4	3	7	5	7	4	13	9	7	8	5	1	1	5	3	136
Cluster_801	Bacteria;Firmicutes;Clostridia;unknown order;unknown family;unknown genus;unknown species	1	1	2	11	20	33	20	3	10	10	5	25	16	9	25	5	22	15	19	0	1	3	6	0	0	0	0	262
Cluster_820	Bacteria;Caldatribacteriota;JS1;unknown order;unknown family;unknown genus;unknown species	11	21	60	16	23	42	16	18	39	30	21	35	19	30	15	0	0	1	1	3	2	3	1	0	2	0	1	410
Cluster_816	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;unknown species	0	0	1	1	2	6	0	2	2	1	1	2	0	2	2	1	9	11	24	6	14	9	24	11	21	14	18	184
Cluster_825	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;unknown genus;metagenome	1	2	5	1	1	1	1	4	3	0	0	5	4	17	5	9	18	9	22	12	18	5	6	4	9	3	4	169
Cluster_844	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;unknown species	3	1	8	1	0	8	1	4	4	6	4	12	10	16	15	8	18	8	14	0	1	0	0	0	0	3	0	145
Cluster_847	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;UCG-012;unknown species	12	37	40	4	3	7	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	109
Cluster_866	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;unknown genus;unknown species	4	2	38	1	4	28	9	1	3	5	2	10	1	5	36	2	11	2	16	34	11	9	1	0	0	1	1	237
Cluster_867	Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitalea;unknown species	0	0	0	0	0	0	0	0	0	28	38	94	39	9	17	3	3	1	1	0	1	1	2	1	2	9	39	288
Cluster_874	Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Schaalia canis	2	7	19	19	14	26	9	6	4	2	2	3	0	1	0	0	3	0	3	1	0	0	3	1	1	4	5	135
Cluster_885	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix;unknown species	0	0	0	1	0	1	0	2	14	18	6	8	5	8	5	4	22	12	71	1	0	2	0	1	0	0	3	184
Cluster_904	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;unknown species	1	17	70	13	1	37	7	8	1	3	0	1	0	0	0	0	1	0	0	4	0	0	6	6	2	14	8	200
Cluster_905	Bacteria;Firmicutes;Limnochordia;MBA03;unknown family;unknown genus;unknown species	8	16	29	8	6	9	6	1	2	0	1	1	0	0	0	0	0	0	0	14	12	3	0	0	0	0	0	116
Cluster_992	Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Gleimia europaea	10	8	22	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	33	15	15	4	6	7	4	147
Cluster_999	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;unknown genus;unknown species	7	7	26	10	7	9	0	2	2	0	1	1	0	0	3	1	6	2	20	7	21	22	37	17	18	34	30	290
Cluster_1000	Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;unknown species	1	6	23	16	18	16	11	6	3	4	2	4	1	3	3	0	4	3	1	0	1	2	1	1	1	1	0	132
Cluster_989	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;Clostridiales bacterium feline oral taxon 339	0	1	4	4	6	15	4	2	2	1	6	6	4	14	13	0	5	5	11	1	4	1	1	1	0	0	2	113
Cluster_1020	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;unknown species	0	5	26	8	5	12	9	6	8	12	3	11	8	4	5	0	2	0	5	1	8	1	0	1	4	3	3	150
Cluster_1037	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;unknown species	0	10	17	8	5	15	3	2	0	0	0	1	4	0	2	1	1	2	4	3	1	3	6	5	8	13	6	120
Cluster_1122	Bacteria;Firmicutes;Clostridia;Oscillospirales;unknown family;unknown genus;unknown species	0	1	3	2	2	4	2	9	12	9	9	15	15	19	14	0	4	11	22	0	2	5	7	5	3	11	11	197
Cluster_1130	Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1);unknown family;unknown genus;unknown species	2	13	38	15	6	22	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	1	8	3	2	121
Cluster_1129	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;unknown species	2	17	58	28	15	52	16	6	7	1	5	4	2	2	1	1	6	1	4	3	1	7	3	0	9	5	11	267
Cluster_1180	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Saccharofermentans;unknown species	2	5	16	9	11	41	9	5	1	1	1	4	2	1	4	0	2	0	3	1	0	5	1	0	1	1	1	127
Cluster_1238	Bacteria;Firmicutes;Limnochordia;unknown order;unknown family;unknown genus;Multi-affiliation	7	4	31	8	6	31	12	6	9	6	2	5	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	131
Cluster_1330	Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga;metagenome	2	6	8	4	3	11	8	8	4	2	2	7	3	4	3	0	5	1	5	2	2	4	5	6	4	4	3	116
Cluster_1321	Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;unknown family;unknown genus;unknown species	5	4	29	6	4	19	0	0	0	0	2	11	11	11	2	0	4	0	3	0	0	0	0	0	0	0	0	111
Cluster_1430	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Thiopseudomonas;unknown species	16	23	48	16	9	6	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	125
Cluster_1387	Bacteria;Firmicutes;Moorellia;Desulfitibacterales;Desulfitibacteraceae;Desulfitibacter;unknown species	1	16	29	15	16	8	2	3	4	3	0	2	2	1	4	0	0	0	6	0	0	1	0	0	1	0	0	114
Cluster_1613	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33;unknown genus;metagenome	1	8	32	10	11	24	22	5	7	0	1	0	0	0	0	0	0	0	0	6	3	2	1	2	4	1	1	141
Cluster_1626	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ruminiclostridium;unknown species	1	5	22	4	14	37	17	5	9	2	2	7	1	0	1	0	2	1	11	13	30	20	9	5	5	17	8	248
Cluster_1852	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix;unknown species	1	5	15	8	3	17	10	4	7	3	0	5	0	7	10	0	1	0	3	8	5	4	2	0	0	8	0	126
Cluster_2436	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas sp.	1	7	36	10	3	25	0	6	0	1	1	3	3	3	1	0	0	0	4	2	1	1	0	0	0	1	0	109
Cluster_2611	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Multi-affiliation	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	7	15	109	0	0	0	1	0	0	0	0	136
